BO Country ,Beneficial owner of the ship,Name of ship ,IMO  number,Last flag,Next to last,Date of change,Commercial operator,Registered owner,Destination yard,Beaching date,Built in (y),Type of ship,Sub-type of ship,LDT,USD/ton
United States of America,Fresh Del Monte Produce Inc,Almeria Carrier,8300731,Panama ,,,Fresh Del Monte Produce Inc,Almeria Shipping Corporation ,"Zhangjiagang, China",2013-11-14 00:00:00,1983,Specialised Cargo Ship,Reefer,,
Bahamas,Perenco S.A.,Oudi,7104283,Cameroon ,,,Perenco S.A.,Perenco Cameroon S.A. ,"Alang, India",2013-06-06 00:00:00,1971,Tanker,,,
Bahamas,Teekay Corporation ,Aspire,9017094,Comoros ,Bahamas,2013-01-23 00:00:00,Teekay Corporation ,Leyte Spirit L.L.C. ,"Chittagong, Bangladesh",2013-02-12 00:00:00,1992,Tanker,Crude Oil,16719,
Bahamas,Teekay Corporation ,Eros,9002386,Comoros,,,Teekay Navion Offshore Loading Private Limited ,Teekay Navion Offshore Loading Private Limited ,"Chittagong, Bangladesh",2013-02-28 00:00:00,1992,Tanker,Product,,
Bahamas,Teekay Corporation ,Spirit,9038737,Comoros,Bahamas,2013-02-23 00:00:00,Teekay Navion Offshore Loading Private Limited ,Cypress Orkney L.L.C ,"Chittagong, Bangladesh",2013-03-14 00:00:00,1993,Tanker,Crude Oil,,
Bahamas,Teekay Corporation ,Uzo,9017082,Comoros,Bahamas,2013-01-05 00:00:00,Teekay Navion Offshore Loading Private Limited ,Teekay Navion Offshore Loading Private Limited ,"Chittagong, Bangladesh",2013-01-29 00:00:00,1992,Tanker,Crude Oil,16834,
Belgium,Exmar N.V.,Donau,8414178,Belgium,,,Exmar Marine N.V. ,Exmar Shipping N.V. ,"Alang, India",2013-04-03 00:00:00,1985,Tanker,LPG,,
Bermuda,BW Group Limited,BW Havlys,8105052,Liberia ,,,BW Gas AS ,BW Gas LPG Holding Limited ,"Aliaga, Turkey",2013-03-21 00:00:00,1983,Tanker,LPG,,
Bermuda,Ship Finance International Limited,Victory,9153537,Saint Kitts and Nevis,Marshall Islands,2013-11-30 00:00:00,Ship Finance International Limited,Golden Narrow Corporation ,"Chittagong, Bangladesh",2013-12-19 00:00:00,1999,Tanker,Crude Oil,,
Bermuda,Frontline Limited,Mayfair,9077862,Marshall Islands,,,Knightsbridge Tankers (Bermuda) Limited ,KTL Mayfair Incorporated ,"Gadani, Pakistan",2013-04-10 00:00:00,1995,Tanker,Crude Oil,,
Bermuda,Ship Finance International Limited,Champ,9166687,Comoros ,Bahamas,2013-11-22 00:00:00,Ship Finance International Limited,Millcroft Maritime S.A. ,"Gadani, Pakistan",2013-12-15 00:00:00,1998,Tanker,Crude Oil,,
Brazil,Petroleo Brasileiro S.A. - PETROBRAS & Departamento de Transporte - DETRAN ,Arioca,8200046,Saint Kitts and Nevis,Brazil,2012-08-07 00:00:00,Petrobras Transporte S.A. (TRANSPETRO) ,Petrobras Transporte S.A. (TRANSPETRO) ,"Alang, India",2013-01-12 00:00:00,1986,Tanker,,,
Brazil,EBX SA,OSX 4,9050565,Liberia ,,,EBX SA,OSX Leasing Group BV ,"Chittagong, Bangladesh",2013-08-27 00:00:00,1994,Tanker,Crude Oil,41261,
Brazil,EBX SA,OSX 5,9050577,Liberia ,,,EBX SA,OSX Leasing Group BV ,"Chittagong, Bangladesh",2013-09-09 00:00:00,1995,Tanker,Crude Oil,41261,
Brazil,Petroleo Brasileiro SA (PETROBRAS),Andiota,8113451,Saint Kitts and Nevis,Brazil ,2012-08-07 00:00:00,Petrobras Transporte S.A. (TRANSPETRO) ,Petrobras Transporte S.A. (TRANSPETRO) ,"Gadani, Pakistan",2013-01-28 00:00:00,1991,Tanker,Product,6960,
Brazil,Petroleo Brasileiro SA (PETROBRAS),Canta,8113449,Tanzania ,Brazil ,2013-07-07 00:00:00,Petrobras Transporte S.A. (TRANSPETRO) ,Petrobras Transporte S.A. (TRANSPETRO) ,"Gadani, Pakistan",2013-11-04 00:00:00,1990,Tanker,Product,6923,
Brazil,Petroleo Brasileiro SA (PETROBRAS),Caran,8113437,Tanzania,Brazil ,2013-02-21 00:00:00,Petrobras Transporte S.A. (TRANSPETRO) ,Petrobras Transporte S.A. (TRANSPETRO) ,"Gadani, Pakistan",2013-04-26 00:00:00,1989,Tanker,Product,,
Brazil,Petroleo Brasileiro S.A. - PETROBRAS & Departamento de Transporte - DETRAN ,Brota,8124022,Tanzania,Brazil,2013-01-03 00:00:00,Petrobras Transporte S.A. (TRANSPETRO) ,Petrobras Transporte S.A. (TRANSPETRO) ,"Gadani, Pakistan",2013-05-17 00:00:00,1985,Tanker,Crude Oil,16491,
Brazil,Petroleo Brasileiro S.A. - PETROBRAS & Departamento de Transporte - DETRAN ,Cas,8124008,Saint Kitts and Nevis,Brazil ,2013-05-07 00:00:00,Petrobras Transporte S.A. (TRANSPETRO) ,Petrobras Transporte S.A. (TRANSPETRO) ,"Gadani, Pakistan",2013-08-05 00:00:00,1985,Tanker,Crude Oil,16722,
Brazil,Petroleo Brasileiro S.A. - PETROBRAS & Departamento de Transporte - DETRAN ,Rina,8617043,Saint Kitts and Nevis,Brazil,2013-12-18 00:00:00,Petrobras Transporte S.A. (TRANSPETRO) ,Petrobras Transporte S.A. (TRANSPETRO) ,"Gadani, Pakistan",2013-12-19 00:00:00,1994,Tanker,Product,,
Brazil,Petroleo Brasileiro S.A. - PETROBRAS & Departamento de Transporte - DETRAN ,Itaperuna,8900048,Brazil ,,,Petrobras Transporte S.A. (TRANSPETRO) ,Petrobras Transporte S.A. (TRANSPETRO) ,"Xinhui, China",2013-02-06 00:00:00,1994,Tanker,Product,,
Chile,Naviera Ultranav Limitada,Happy Harrier,8716514,Isle of Man ,,,Othello Shipping Company ApS ,Lomond Shipping Company S.A. ,"Aliaga, Turkey",2013-11-12 00:00:00,1988,Tanker,LPG,,
Chile,Government of Chile,Apu,9045388,Comoros ,Chile,2013-06-07 00:00:00,Sociedad Nacional de Oleoductos S.A. (SONACOL) ,Sociedad Nacional Maritima S.A. ,"Chittagong, Bangladesh",2013-08-25 00:00:00,1993,Tanker,Product,16248,
China,Dalian Haichang Shipping Company Limited,Hai Chang Tianjin,9037135,China ,,,Dalian Haichang Shipping Company Limited,Dalian Ruihai Petrochemical Shipping Company Limited ,China,2013-06-04 00:00:00,2000,Tanker,Product,,
China,China Ocean Shipping (Group) Company (COSCO),Ming Ze Hu,9059573,China ,,,Dalian Ocean Shipping Company (COSCO Dalian) ,Dalian Yuanchang Shipping Company Limited ,"Dalian, China",2013-10-25 00:00:00,1995,Tanker,Product,,
China,China Ocean Shipping (Group) Company (COSCO) ,Ying Song Hu,9059585,China ,,,Dalian Ocean Shipping Company (COSCO Dalian) ,Dalian Yuanchang Shipping Company Limited ,"Jiangyin, China",2013-09-28 00:00:00,1995,Tanker,Product,,
China,China Shipping (Group) Company,Ming Chi,9107540,China ,,,China Shipping Development Company Limited ,China Shipping Development Company Limited ,"Shanghai, China",2013-08-04 00:00:00,1993,Tanker,Product,,
China,China Shipping (Group) Company,Da Qing 93,9019834,China ,,,China Shipping Development Company Limited ,China Shipping Development Company Limited ,"Taizhou, China",2013-10-31 00:00:00,1993,Tanker,,,
China,Hainan Zhaogang Marine Company Limited,Ou Hua San Hao,8029442,China ,,,Shenzhen Southern China LPG Shipping Company Limited ,Chaozhou Huafeng (Group) Incorporation Limited ,"Xinhui, China",2013-04-14 00:00:00,1981,Tanker,LPG,,
China,Shanghai Jinhai Shipping & Trading Company Limited,Jin Hai Hu,9109677,Hong Kong ,,,Shanghai Jinhai Shipping & Trading Company Limited,Jin Hai Hu Shipping Company Limited ,"Xinhui, China",2013-12-13 00:00:00,1995,Tanker,Product,,
China,Shanghai Jinhai Shipping & Trading Company Limited,Jin Hai Wan,9109691,Hong Kong ,,,Shanghai Jinhai Shipping & Trading Company Limited,China Shipping Haisheng Hongkong Company Limited ,"Xinhui, China",2013-08-25 00:00:00,1995,Tanker,Chemical and Oil,,
China,China Shipping (Group) Company,Da Qing 94,9019846,China ,,,China Shipping Development Company Limited ,China Shipping Development Company Limited ,"Zhangjiagang, China",2013-01-18 00:00:00,1993,Tanker,Crude Oil,,
China,Dalian Jiajia Shipping Technology Company Limited,Petro 168,8403739,Cambodia ,North Korea,2013-07-05 00:00:00,Dalian Jiajia Shipping Technology Company Limited,DP Shipping & Management Hong Kong Company ,"Zhangjiagang, China",2013-09-13 00:00:00,1984,Tanker,Product,,
China,China Shipping (Group) Company ,Da Qing 92,8600806,China ,,,China Shipping Development Company Limited ,China Shipping Tanker Company Limited ,"Zhoushan, China",2013-01-31 00:00:00,1991,Tanker,Product,,
Germany,Marine Service GmbH & Company KG,Marisa,7229447,Saint Kitts and Nevis,Liberia,2013-07-30 00:00:00,Chemikalien Seetransport GmbH ,New Isabella Shipping Corporation ,"Alang, India",2013-12-16 00:00:00,1975,Tanker,LNG,,
Greece,Dimitris Cambis,Atlantic,9107655,Liberia ,France,2012-09-27 00:00:00,Sambouk Shipping FZC ,Monsoon Shipping Limited ,"Alang, India",2013-08-05 00:00:00,1996,Tanker,Crude Oil,41320,
Greece,Dimitris Cambis,Caribo,9011246,Panama ,Hong Kong,2012-11-07 00:00:00,Sambouk Shipping FZC ,Hermis Shipping S.A. ,"Alang, India",2013-07-23 00:00:00,1993,Tanker,Crude Oil,47347,
Greece,G.M.A. Maritime S.A.,Miramare,8109230,Panama ,,,G.M.A. Maritime S.A.,Omega Shipholding Inc ,"Aliaga, Turkey",2013-11-09 00:00:00,1983,Tanker,Product,,
Greece,Nautilus Marine S.A.,Gas Optimal,8030192,Panama ,Liberia,2012-06-09 00:00:00,Nautilus Marine S.A.,Optimal Marine Corporation ,"Aliaga, Turkey",2013-04-19 00:00:00,1984,Tanker,LPG,,
Greece,Dimitris Cambis,Bicas,9077850,Liberia ,Greece,2012-09-19 00:00:00,Sambouk Shipping FZC ,Blue Tanker Shipping S.A. ,"Chittagong, Bangladesh",2013-09-24 00:00:00,1995,Tanker,Crude Oil,42676,
Greece,Eurotankers Inc,Remi,8901626,Liberia,,,Eurotankers Incorporated ,Shannon Trading S.A. ,"Chittagong, Bangladesh",2013-02-11 00:00:00,1991,Tanker,,16760,
Greece,Marine Trust Limited,Merj,9002130,Saint Kitts and Nevis,Marshall Islands,2013-06-29 00:00:00,Marine Trust Limited,Quality Management Company ,"Chittagong, Bangladesh",2013-07-14 00:00:00,1991,Tanker,Crude Oil,,
Greece,Unibros Shipping Corporation,Great,8617201,Comoros ,Liberia,2013-06-01 00:00:00,Unibros Shipping Corporation,Worcester Bay SA ,"Chittagong, Bangladesh",2013-08-10 00:00:00,1988,Tanker,Floating Storage,,
Greece,Ancora Investment Trust Inc,Navigator A,8900385,Malta,,,Ancora Investment Trust Inc,Navigator A. Marine Limited ,"Gadani, Pakistan",2013-05-10 00:00:00,1993,Tanker,Crude Oil,15612,
Greece,Atlas Maritime Limited,Naviga I,9181613,Liberia ,Bahamas,2013-06-10 00:00:00,Atlas Maritime Limited,Navigator Shipping Limited ,"Gadani, Pakistan",2013-07-12 00:00:00,1998,Tanker,Crude Oil,,
Greece,Centrofin Management Incorporated,Ce-Shilla,8806539,Liberia ,,,Centrofin Management Incorporated,Aurelia Marine Incorporated ,"Gadani, Pakistan",2013-07-23 00:00:00,1990,Tanker,Crude Oil,18365,
Greece,Navios Maritime Holdings Incorporated,Senorita,9081186,Comoros ,Hong Kong,2013-12-08 00:00:00,Navios Maritime Acquisition Corporation ,Shinyo Navigator Limited ,"Gadani, Pakistan",2013-11-22 00:00:00,1996,Tanker,Crude Oil,42448,441
Greece,Polyar Shipping Company Limited,Akaki,9040869,Bahamas ,,,Polyar Shipping Company Limited ,Mandal Shipping Company Limited ,"Gadani, Pakistan",2013-10-04 00:00:00,1993,Tanker,Crude Oil,15929,
Greece,The Angelicoussis Group,Maran Taurus,9012915,Greece ,,,Astro Tankers Limited ,Rosesea Corporation ,"Gadani, Pakistan",2013-10-20 00:00:00,1993,Tanker,Crude Oil,41220,410
Hong Kong,Sinotrans CSC Group Company Limited,Da Qing 433,9007908,China ,,,CSC Nanjing Tanker Corporation ,Nanjing Petroleum Transportation Company Limited ,China,2013-08-27 00:00:00,1989,Tanker,,,
Hong Kong,Oriental Shipping & Investment Limited,G. Glory,9001368,Panama ,,,Oriental Shipping & Investment Limited,Global Sea Maritime Corporation ,"Chittagong, Bangladesh",2013-05-25 00:00:00,1991,Tanker,Crude Oil,39205,
Hong Kong,China Merchants Group,New Victory,9014418,Liberia ,,,Associated Maritime Company (Hong Kong) Limited ,New Harmony Shipping Incorporated ,"Dalian, China",2013-10-12 00:00:00,1993,Tanker,Crude Oil,38634,380
Hong Kong,Titan Petrochemicals Group Limited,Titan Tulshyan,9039638,Panama ,,,Titan Ocean Private Limited ,Astoria International Group Incorporated ,"Gadani, Pakistan",2013-07-24 00:00:00,1993,Tanker,Crude Oil,39042,
Hong Kong,Titan Petrochemicals Group Limited,Titan Ruchira,8920921,Panama ,,,Titan Ocean Private Limited ,Vickie Navigation (BVI) Limited ,"Gadani, Pakistan",2013-07-26 00:00:00,1991,Tanker,Crude Oil,32240,
Hong Kong,China Merchants Group,New Fortuner,8907333,Liberia ,,,Associated Maritime Company (Hong Kong) Limited ,New Fortuner Shipping Incorporated ,"Xinhui, China",2013-09-27 00:00:00,1992,Tanker,Crude Oil,22021,380
India,The Shipping Corporation of India Limited ,Motilal Nehru,8503113,India ,,,The Shipping Corporation of India Limited ,The Shipping Corporation of India Limited ,"Alang, India",2013-12-19 00:00:00,1990,Tanker,Crude Oil,17037,
India,West Asia Maritime Limited,Gem,9048469,Saint Kitts and Nevis,India ,2013-10-03 00:00:00,West Asia Maritime Limited,West Asia Maritime Limited,"Alang, India",2013-10-11 00:00:00,1993,Tanker,Chemical,11046,
India,Mercator Limited,Omvati Prem,8719231,India,,,Mercator Limited,Mercator Limited,"Chittagong, Bangladesh",2013-05-06 00:00:00,1993,Tanker,Crude Oil,,
India,Pratibha Shipping Company Limited,Cauvery,7920754,Comoros ,India,2013-06-25 00:00:00,Pratibha Shipping Company Limited,Pratibha Shipping Company Limited,"Chittagong, Bangladesh",2013-07-17 00:00:00,1981,Tanker,Chemical and Oil,,
India,Hermes Maritime Services Private Limited,Esta,8519253,Saint Kitts and Nevis,Liberia,2013-06-12 00:00:00,Hermes Maritime Services Private Limited,Gunehr Shipping Limited ,"Gadani, Pakistan",2013-08-08 00:00:00,1986,Tanker,Floating Storage,30727,
India,Pratibha Shipping Company Limited,Indrayani,8100430,Sierra Leone ,India,2013-08-17 00:00:00,Pratibha Shipping Company Limited,Pratibha Shipping Company Limited,"Gadani, Pakistan",2013-08-28 00:00:00,1983,Tanker,Product,8445,
India,Pratibha Shipping Company Limited,Neera,8724743,India ,,,Pratibha Shipping Company Limited,Pratibha Shipping Company Limited,"Gadani, Pakistan",2013-11-20 00:00:00,1986,Tanker,Product,9680,
India,Pratibha Shipping Company Limited,Tapi,8700400,India ,,,Pratibha Shipping Company Limited,Pratibha Shipping Company Limited,"Gadani, Pakistan",2013-08-26 00:00:00,1987,Tanker,Product,8266,
India,Pratibha Shipping Company Limited,Tony,8700412,Saint Kitts and Nevis,India,2013-02-07 00:00:00,Pratibha Shipping Company Limited,Pratibha Shipping Company Limited,"Gadani, Pakistan",2013-04-14 00:00:00,1988,Tanker,Product,,
India,The Great Eastern Shipping Company Limited,Arwa,8706820,India ,,,The Great Eastern Shipping Company Limited,The Great Eastern Shipping Company Limited,"Gadani, Pakistan",2013-04-10 00:00:00,1988,Tanker,Product,,
India,The Great Eastern Shipping Company Limited,Preeti,8009480,Tuvalu ,India,2013-06-04 00:00:00,The Great Eastern Shipping Company Limited,The Great Eastern Shipping Company Limited,"Gadani, Pakistan",2013-06-23 00:00:00,1981,Tanker,Product,8754,
India,Vivada Inland Waterways Limited,Ryson,7812218,India ,,,Vivada Inland Waterways Limited,Vivada Inland Waterways Limited,"Kolkata, India",2013-02-27 00:00:00,1978,Tanker,Product,,
India,The Shipping Corporation of India Limited ,Rabindranath Tagore,9045479,India ,,,The Shipping Corporation of India Limited ,The Shipping Corporation of India Limited ,"Mumbai, India",2013-10-23 00:00:00,1993,Tanker,Product,,
Indonesia,P.T. Cakra Bahana,Arjuna Satu,9016997,Indonesia ,,,P.T. Cakra Bahana,P.T. Cakra Bahana,"Alang, India",2013-10-12 00:00:00,1991,Tanker,Product,8186,
Indonesia,P.T. Bahtera Laju Sentosa,Samudera,8217207,Sierra Leone ,Indonesia,2013-07-02 00:00:00,P.T. Bahtera Laju Sentosa,P.T. Bahtera Laju Sentosa,"Gadani, Pakistan",2013-09-20 00:00:00,1983,Tanker,Chemical and Oil,5182,
Indonesia,P.T. Tirta Arung Inti Niaga ,Oriental Swan,8419063,Sierra Leone ,,,P.T. Tirta Arung Inti Niaga ,P.T. Tirta Arung Inti Niaga ,"Gaolan, China ",2013-01-21 00:00:00,1985,Tanker,Chemical,,
Italy,Cafiero Mattioli Group (CA.FI.MA.),Syn Mira,8705723,Malta ,,,SynerGas SrL ,Med Ethylene AS ,"Aliaga, Turkey",2013-11-25 00:00:00,1990,Tanker,LPG,,
Italy,Cafiero Mattioli Group (CA.FI.MA.),Syn Mizar,8705711,Malta ,,,SynerGas SrL ,Med Ethylene AS ,"Aliaga, Turkey",2013-12-09 00:00:00,1989,Tanker,LPG,,
Italy,Marnavi S.p.A.,Nerano,5126079,Belize ,Italy,2013-07-23 00:00:00,Marnavi S.p.A.,Marnavi S.p.A.,"Aliaga, Turkey",2013-07-29 00:00:00,1961,Tanker,Wine,,
Italy,Premuda S.p.A.,Amura,8900397,Italy ,,,Premuda S.p.A.,Premuda S.p.A.,"Gadani, Pakistan",2013-06-07 00:00:00,1993,Tanker,Crude Oil,,
Japan,Daiichi Tanker Company Limited,Sulphur Global,9124938,Panama,,,Daiichi Tanker Company Limited,DT Chemical S.A. ,"Alang, India",2013-04-26 00:00:00,1996,Tanker,Chemical,,
Japan,Mitsui O.S.K. Lines Limited (MOL) ,Diamond Jasmine,9177143,Panama ,,,MOL Tankship Management Limited ,Alice Tanker Corporation ,"Alang, India",2013-07-10 00:00:00,1999,Tanker,Crude Oil,,
Japan,Iino Kaiun Kaisha Limited ,Ryuho Maru,9036571,Japan ,,,Iino Gas Transport Company Limited ,Iino Gas Transport Company Limited ,Japan,2013-06-06 00:00:00,1992,Tanker,Chemical,,
Malaysia,Sigma Maritime Synergy Sendirian Berhad,Hercules,8614417,Malaysia ,,,Sigma Maritime Synergy Sendirian Berhad,One Petroleum (L) Limited ,"Gadani, Pakistan",2013-08-21 00:00:00,1988,Tanker,Crude Oil,,
Malaysia,Silverline Maritime Sdn Bhd,Tau,7917915,Saint Kitts and Nevis,Malaysia,2013-05-13 00:00:00,Silverline Maritime Sdn Bhd,Arus Dermaga Sendirian Berhard ,"Gadani, Pakistan",2013-05-15 00:00:00,1981,Tanker,Floating Storage,34268,
Mexico,Government of Mexico,Cabal,7424827,Saint Kitts and Nevis,Mexico,2013-03-31 00:00:00,Petroleos Mexicanos Gerencia de Transportacion Maritima (Pemex) ,Petroleos Mexicanos Gerencia de Transportacion Maritima (Pemex) ,"Alang, India",2013-07-28 00:00:00,1976,Tanker,Chemical,8275,
Monaco,Sammy Ofer Group Monaco,Shanghai,7924475,Singapore ,,,Omni Offshore Terminals (Operations) Private Limited ,Morelia Overseas Incorporated ,"Chittagong, Bangladesh",2013-12-24 00:00:00,1982,Tanker,Floating Storage,10600,440
Monaco,Sammy Ofer Group Monaco,Kingsway,8902606,Liberia ,,,Omni Offshore Terminals (Operations) Private Limited ,Fairbet Shipping Limited ,"Gadani, Pakistan",2013-04-11 00:00:00,1992,Tanker,Crude Oil,,
Monaco,Sea World Management SAM,Concord I,7901485,Panama ,,,Sea World Management SAM,Byfleet Shipping Incorporated ,"Gadani, Pakistan",2013-11-06 00:00:00,1980,Tanker,Chemical,10299,
Nigeria,Genesis Worldwide Shipping & Trading Company Limited,Provid,7915826,Mexico ,Nigeria ,2013-06-29 00:00:00,Genesis Worldwide Shipping & Trading Company Limited,Genesis Worldwide Shipping & Trading Company Limited,"Gadani, Pakistan",2013-01-11 00:00:00,1982,Tanker,,9651,
Norway,I.M. Skaugen AS,Chief,8124515,Saint Kitts and Nevis,Hong Kong,2013-05-18 00:00:00,I.M. Skaugen Marine Services Private Limited ,I.M. Skaugen Marine Services Private Limited ,"Alang, India",2013-05-20 00:00:00,1983,Tanker,LPG,,
Norway,Odfjell SE,Bow Cheetah,8709298,Singapore,,,Odfjell Asia II Private Limited ,Odfjell Asia II Private Limited ,"Alang, India",2013-05-29 00:00:00,1988,Tanker,Chemical and Oil,9689,465
Norway,Odfjell SE ,Bow Leopard,8709286,Singapore,,,Odfjell Asia II Private Limited ,Odfjell Asia II Private Limited ,"Alang, India",2013-01-04 00:00:00,1988,Tanker,Chemical and Oil,9598,
Norway,Larvik Shipping AS,Yara Gas II,7509172,Norway,,,Larvik Shipping AS,Yara Gas Ship AS ,"Frederikshavn, Denmark",2013-08-20 00:00:00,1977,Tanker,LPG,,
Norway,Larvik Shipping AS,Yara Gas 1,7711892,Norway,,,Larvik Shipping AS,Yara Gas Ship AS ,"Frederikshavn, Denmark ",2013-04-22 00:00:00,1977,Tanker,LPG,,
Norway,Knutsen OAS Shipping AS,Fancy,9020699,Comoros,Norway,2013-02-03 00:00:00,Knutsen OAS Shipping AS,Knutsen OAS Shipping AS,"Gadani, Pakistan",2013-03-13 00:00:00,1993,Tanker,Crude Oil,,
Norway,Hoegh Autoliners Management AS,Norman Lady,7320344,Norway,,,Hoegh LNG Fleet Management AS ,Methane Carriers Limited ,"Xinhui, China",2013-11-01 00:00:00,1973,Tanker,LPG and LNG,23380,521
Norway,Knutsen OAS Shipping AS,Vigdis Knutsen,9052989,Isle of Man ,,,Knutsen OAS Shipping AS,Knutsen Boyelaster III KS ,"Zhangjiagang, China ",2013-12-02 00:00:00,1993,Tanker,Crude Oil,,
Pakistan,Tomini Ship Management Private Limited,Niala,8313128,Togo,North Korea,2012-10-25 00:00:00,Tomini Ship Management Private Limited ,Tracker Shipping S.A. ,"Gadani, Pakistan",2013-02-18 00:00:00,1985,Tanker,,7727,
Pakistan,Tomini Ship Management Private Limited,Salix,8919075,Togo ,Panama,2012-07-28 00:00:00,Tomini Ship Management Private Limited,Apex Max International Limited ,"Gadani, Pakistan",2013-11-30 00:00:00,1994,Tanker,Product,19718,
Peru,Naviera Transoceanica SA,Huari,8920359,Tuvalu,Peru,2013-01-27 00:00:00,Naviera Transoceanica SA,Naviera Transoceanica SA,"Chittagong, Bangladesh",2013-04-08 00:00:00,1993,Tanker,Product,,
Philippines,Siqiriya Maritime Corporation ,Anthem,8310669,Panama ,Liberia,2013-04-26 00:00:00,Siqiriya Maritime Corporation ,Anthem International Shipping Company S.A. ,"Gadani, Pakistan",2013-08-12 00:00:00,1985,Tanker,Chemical and Oil,10730,
Russia,Murmansk Shipping Company Joint-Stock Company,Dez,8915809,Saint Kitts and Nevis,Russia,2013-02-09 00:00:00,Murmansk Shipping Company Joint-Stock Company,Murmansk Shipping Company Joint-Stock Company,"Gadani, Pakistan",2013-02-11 00:00:00,1993,Tanker,Crude Oil,24726,
Saudi Arabia,Bakri Navigation Company Limited,Al Jibal,8214853,Saudi Arabia,,,Red Sea Marine Services Company Limited ,Red Sea Marine Services Company Limited ,"Gadani, Pakistan",2013-01-21 00:00:00,1982,Tanker,Product,,
Singapore,Raffles Shipping Corporation Private Limited ,Theresa Atlantic,8420622,Tuvalu ,,,Raffles Shipmanagement Services Private Limited ,Nicole Shipping Company Limited ,"Alang, India",2013-12-05 00:00:00,1987,Tanker,Chemical and Oil,14910,
Singapore,Raffles Shipping Corporation Private Limited,Theresa Baltic,8308123,Tuvalu ,,,Raffles Shipmanagement Services Private Limited ,Sophia Shipping Company Private Limited ,"Alang, India",2013-08-09 00:00:00,1986,Tanker,Chemical ,14909,
Singapore,Raffles Shipping Corporation Private Limited,Theresa Pacific,8400012,Tuvalu ,,,Raffles Shipmanagement Services Private Limited ,Natasha Shipping Company Limited ,"Alang, India",2013-12-04 00:00:00,1986,Tanker,Chemical,,
